"Outlet";"CT";"Transaction Time";"Amount";"Credits";"Action";"Description"
"11-0010";"750624";"10.03.2022 11:45:01";"0";"1.003,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:02";"-1,50";"1.002,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:02";"0";"1.002,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:03";"-1,50";"1.000,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:04";"0";"1.000,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:04";"-1,50";"999,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:06";"0";"999,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:07";"-1,50";"997,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:13";"0";"997,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:14";"-1,50";"996,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:15";"0";"996,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:15";"-1,50";"994,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:16";"0";"994,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:16";"-1,50";"993,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:20";"19,50";"1.012,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:21";"-1,50";"1.011,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:22";"0";"1.011,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:22";"-1,50";"1.009,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:23";"0";"1.009,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:23";"-1,50";"1.008,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:28";"0";"1.008,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:28";"-1,50";"1.006,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:29";"0";"1.006,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:30";"-1,50";"1.005,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:30";"0";"1.005,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:31";"-1,50";"1.003,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:32";"0";"1.003,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:32";"-1,50";"1.002,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:33";"0";"1.002,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:33";"-1,50";"1.000,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:34";"0";"1.000,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:35";"-1,50";"999,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:37";"0";"999,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:37";"-1,50";"997,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:38";"0";"997,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:38";"-1,50";"996,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:39";"0";"996,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:40";"-1,50";"994,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:43";"0,75";"995,25";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:44";"-1,50";"993,75";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:45";"0";"993,75";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:45";"-1,50";"992,25";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:46";"0";"992,25";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:46";"-1,50";"990,75";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:47";"0";"990,75";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:48";"-1,50";"989,25";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:48";"0";"989,25";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:49";"-1,50";"987,75";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:54";"0";"987,75";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:54";"-1,50";"986,25";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:55";"0";"986,25";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:55";"-1,50";"984,75";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:56";"0";"984,75";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:57";"-1,50";"983,25";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:45:59";"0,75";"984,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:00";"-1,50";"982,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:01";"0";"982,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:01";"-1,50";"981,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:02";"0";"981,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:02";"-1,50";"979,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:07";"0";"979,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:08";"-1,50";"978,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:09";"0";"978,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:09";"-1,50";"976,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:10";"0";"976,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:12";"-2,50";"974,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:15";"2,00";"976,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:15";"-2,50";"973,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:16";"0";"973,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:17";"-2,50";"971,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:17";"0";"971,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:18";"-2,50";"968,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:19";"0";"968,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:19";"-2,50";"966,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:23";"2,00";"968,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:23";"-2,50";"965,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:24";"0";"965,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:24";"-2,50";"963,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:25";"0";"963,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:26";"-2,50";"960,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:26";"0";"960,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:27";"-2,50";"958,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:31";"0";"958,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:31";"-2,50";"955,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:34";"2,00";"957,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:35";"-2,50";"955,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:36";"0";"955,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:36";"-2,50";"952,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:37";"0";"952,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:37";"-2,50";"950,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:38";"0";"950,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:39";"-2,50";"947,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:40";"0";"947,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:40";"-2,50";"945,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:41";"0";"945,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:41";"-2,50";"942,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:47";"0";"942,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:47";"-2,50";"940,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:48";"0";"940,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:48";"-2,50";"937,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:51";"1,25";"938,75";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:52";"-2,50";"936,25";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:52";"0";"936,25";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:53";"-2,50";"933,75";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:56";"1,25";"935,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:56";"-2,50";"932,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:57";"0";"932,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:57";"-2,50";"930,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:58";"0";"930,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:46:59";"-2,50";"927,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:01";"50,00";"977,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:02";"-2,50";"975,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:03";"0";"975,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:03";"-2,50";"972,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:04";"0";"972,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:05";"-2,50";"970,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:12";"7,00";"977,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:13";"-2,50";"974,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:16";"15,00";"989,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:21";"-2,00";"987,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:22";"0";"987,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:23";"-2,00";"985,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:23";"0";"985,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:24";"-2,00";"983,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:25";"0";"983,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:25";"-2,00";"981,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:26";"0";"981,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:26";"-2,00";"979,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:27";"0";"979,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:28";"-2,00";"977,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:32";"0";"977,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:32";"-2,00";"975,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:37";"0";"975,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:37";"-2,00";"973,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:38";"0";"973,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:39";"-2,00";"971,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:39";"0";"971,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:40";"-2,00";"969,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:41";"0";"969,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:41";"-2,00";"967,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:42";"0";"967,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:42";"-2,00";"965,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:43";"0";"965,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:43";"-2,00";"963,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:44";"0";"963,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:45";"-2,00";"961,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:47";"0";"961,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:49";"-5,00";"956,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:51";"0";"956,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:51";"-5,00";"951,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:52";"0";"951,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:53";"-5,00";"946,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:54";"0";"946,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:47:54";"-5,00";"941,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:48:01";"0";"941,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:48:02";"-5,00";"936,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:48:03";"0";"936,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:48:03";"-5,00";"931,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:48:04";"0";"931,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:48:04";"-5,00";"926,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:48:07";"0";"926,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:48:07";"-5,00";"921,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:48:08";"0";"921,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:48:08";"-5,00";"916,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:48:09";"0";"916,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:48:10";"-5,00";"911,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:48:10";"0";"911,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 11:48:11";"-5,00";"906,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
